,activity_submission_id,activity_flow_submission_id,activity_scheduled_time,activity_start_time,activity_end_time,flag,secret_user_id,userId,source_user_subject_id,source_user_secret_id,source_user_nickname,source_user_relation,source_user_tag,target_user_subject_id,target_user_secret_id,target_user_nickname,target_user_tag,input_user_subject_id,input_user_secret_id,input_user_nickname,activity_id,activity_name,activity_flow_id,activity_flow_name,item,item_id,response,prompt,options,version,rawScore,reviewing_id,event_id,timezone_offset,legacy_user_id
10,d0d2c94a-72a6-411d-806d-7fd4c67c1a87,,not scheduled,1733330000000.0,1733330000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,5672d4e1-e5bf-4222-8bef-f135acbf3f84,Scoring,,,age_screen,a9b58769-7473-4127-8c39-813c0c3ecf4a,10,"How old are you?<br><br>*Please provide your response as accurately as possible. The information you provide is important for ensuring the accuracy of your results. If you have any concerns about how your information will be used, please refer to our Terms of Service.*",,7.0.3,,,37b24982-d832-4a4b-9a95-e836f9f8bfaf,-480,
11,1192c164-4cc2-4c9a-b1b1-519147cd9d5d,c8259a3c-00b3-4c4e-829a-e0c387bf4807,not scheduled,1732720000000.0,1732720000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,bb2044cf-aed4-4a43-8a86-dfbe9b59a78f,Alert Test,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,suicide_alert,6ce16878-2261-458f-b746-7cb6bbd0173f,value: 1,suicide alert,"Yes: 0, No: 1",4.1.1,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
12,1192c164-4cc2-4c9a-b1b1-519147cd9d5d,c8259a3c-00b3-4c4e-829a-e0c387bf4807,not scheduled,1732720000000.0,1732720000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,bb2044cf-aed4-4a43-8a86-dfbe9b59a78f,Alert Test,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,slider_alert_item,d95159b5-f44c-4975-ae24-1d26022afe9c,value: 6,slider_alert,"0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10",4.1.1,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
13,1192c164-4cc2-4c9a-b1b1-519147cd9d5d,c8259a3c-00b3-4c4e-829a-e0c387bf4807,not scheduled,1732720000000.0,1732720000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,bb2044cf-aed4-4a43-8a86-dfbe9b59a78f,Alert Test,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Date,9d9f8dda-d6ca-496b-b20c-b992d74bd91f,date: 4/3/1980,date,,4.1.1,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
14,aeb2bde4-39b8-47a9-8576-5b3031c28e28,c8259a3c-00b3-4c4e-829a-e0c387bf4807,not scheduled,1732720000000.0,1732720000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,f5ec7b45-829a-45f9-9749-ccd2cb3eea0b,New Activity 1,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Item1-Single_Selection,76c0b654-a4c6-4dd7-8270-33f4ee06d57b,value: 0,Itemss,"1: 0 (score: 1), 2: 1 (score: 2), 3: 2 (score: 3)",4.1.1,6.0,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
15,aeb2bde4-39b8-47a9-8576-5b3031c28e28,c8259a3c-00b3-4c4e-829a-e0c387bf4807,not scheduled,1732720000000.0,1732720000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,f5ec7b45-829a-45f9-9749-ccd2cb3eea0b,New Activity 1,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Item2-Multiple_Selection,a44a3ca9-19d0-48cc-b200-293f454597b7,value: 2,Itemms,"4: 0 (score: 4), 8: 1 (score: 8), None: 2 (score: 0)",4.1.1,12.0,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
16,aeb2bde4-39b8-47a9-8576-5b3031c28e28,c8259a3c-00b3-4c4e-829a-e0c387bf4807,not scheduled,1732720000000.0,1732720000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,f5ec7b45-829a-45f9-9749-ccd2cb3eea0b,New Activity 1,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Item3-Slider,57179d77-244a-4132-95bd-d29609ccfd68,value: 8,Itemsl,"0: 0 (score: 1), 1: 1 (score: 2), 2: 2 (score: 3), 3: 3 (score: 4), 4: 4 (score: 5), 5: 5 (score: 6), 6: 6 (score: 7), 7: 7 (score: 8), 8: 8 (score: 9), 9: 9 (score: 10), 10: 10 (score: 11), 11: 11 (score: 12), 12: 12 (score: 13)",4.1.1,91.0,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
17,aeb2bde4-39b8-47a9-8576-5b3031c28e28,c8259a3c-00b3-4c4e-829a-e0c387bf4807,not scheduled,1732720000000.0,1732720000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,f5ec7b45-829a-45f9-9749-ccd2cb3eea0b,New Activity 1,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Item4-Text,f197953f-aa8a-4ac0-97a2-87bc7b634306,erterte,Itemst,,4.1.1,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
18,aeb2bde4-39b8-47a9-8576-5b3031c28e28,c8259a3c-00b3-4c4e-829a-e0c387bf4807,not scheduled,1732720000000.0,1732720000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,f5ec7b45-829a-45f9-9749-ccd2cb3eea0b,New Activity 1,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Item5-Number_Selection,12d9f51a-3988-4515-9b3d-df5a13035917,value: 2,Itemns,"Min: 0, Max: 10",4.1.1,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
19,9504912f-a34b-4dd7-af2f-70b1fcaca1f5,0f9b1e82-bb9b-4207-9d87-c9a7c9c4adb5,not scheduled,1732660000000.0,1732660000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,bb2044cf-aed4-4a43-8a86-dfbe9b59a78f,Alert Test,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,suicide_alert,6ce16878-2261-458f-b746-7cb6bbd0173f,value: 0,suicide alert,"Yes: 0, No: 1",4.1.0,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
20,9504912f-a34b-4dd7-af2f-70b1fcaca1f5,0f9b1e82-bb9b-4207-9d87-c9a7c9c4adb5,not scheduled,1732660000000.0,1732660000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,bb2044cf-aed4-4a43-8a86-dfbe9b59a78f,Alert Test,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,slider_alert_item,d95159b5-f44c-4975-ae24-1d26022afe9c,value: 7,slider_alert,"0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10",4.1.0,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
21,9504912f-a34b-4dd7-af2f-70b1fcaca1f5,0f9b1e82-bb9b-4207-9d87-c9a7c9c4adb5,not scheduled,1732660000000.0,1732660000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,bb2044cf-aed4-4a43-8a86-dfbe9b59a78f,Alert Test,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Date,9d9f8dda-d6ca-496b-b20c-b992d74bd91f,date: 26/11/2024,date,,4.1.0,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
22,93141304-ac67-44d3-b1b1-cdf9076318a4,0f9b1e82-bb9b-4207-9d87-c9a7c9c4adb5,not scheduled,1732660000000.0,1732660000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,f5ec7b45-829a-45f9-9749-ccd2cb3eea0b,New Activity 1,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Item1-Single_Selection,76c0b654-a4c6-4dd7-8270-33f4ee06d57b,value: 0,Itemss,"1: 0, 2: 1, 3: 2",4.1.0,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
23,93141304-ac67-44d3-b1b1-cdf9076318a4,0f9b1e82-bb9b-4207-9d87-c9a7c9c4adb5,not scheduled,1732660000000.0,1732660000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,f5ec7b45-829a-45f9-9749-ccd2cb3eea0b,New Activity 1,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Item2-Multiple_Selection,a44a3ca9-19d0-48cc-b200-293f454597b7,value: 0,Itemms,"4: 0, 8: 1, None: 2",4.1.0,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
24,93141304-ac67-44d3-b1b1-cdf9076318a4,0f9b1e82-bb9b-4207-9d87-c9a7c9c4adb5,not scheduled,1732660000000.0,1732660000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,f5ec7b45-829a-45f9-9749-ccd2cb3eea0b,New Activity 1,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Item3-Slider,57179d77-244a-4132-95bd-d29609ccfd68,value: 9,Itemsl,"0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12",4.1.0,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
25,93141304-ac67-44d3-b1b1-cdf9076318a4,0f9b1e82-bb9b-4207-9d87-c9a7c9c4adb5,not scheduled,1732660000000.0,1732660000000.0,completed,[admin account] (86964315-bacb-4022-bd0a-b88f3fcfdce7),645e8cc0-a67a-c10f-93b4-50e000000000,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,Team,ab64e77e-60b0-4725-8d93-079cceb8fc03,86964315-bacb-4022-bd0a-b88f3fcfdce7,Sailaja Yenepalli,f5ec7b45-829a-45f9-9749-ccd2cb3eea0b,New Activity 1,6f96c649-a083-4b91-abba-b81afc1b4d53,Test Flow,Item4-Text,f197953f-aa8a-4ac0-97a2-87bc7b634306,Ub,Itemst,,4.1.0,,,3fbab3be-04e9-49bc-a952-058ca6ae2c1f,-480,
